"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2000",1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2001",1.3,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2002",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2003",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2004",1.2,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2005",1.2,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2006",1.2,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2007",1.2,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2008",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2012",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.5,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.5,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2015",1.6,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2016",1.6,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2017",1.6,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1971",0.190164,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1972",0.259621,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1973",0.394329,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1974",0.373918,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1975",0.318654,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1976",0.244249,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1977",0.28875,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1978",0.282386,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1979",0.453753,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1980",0.519432,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1981",0.444525,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1982",0.507679,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1983",0.725599,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1984",0.793742,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1985",0.551256,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1986",0.739356,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1987",0.747413,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1988",0.739812,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1989",0.578502,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1990",0.895188,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1991",1.126887,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1992",1.137413,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1993",1.298537,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1994",1.616301,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1995",1.76315,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1996",1.834007,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1997",2.100366,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1998",2.202562,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1999",3.006676,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2000",3.100119,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2001",3.350177,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2002",2.670826,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2003",2.904546,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2004",2.696735,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2005",3.074201,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2006",2.500867,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2007",2.57814,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2008",2.882196,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2009",3.427183,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2010",4.121846,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2011",4.404946,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2012",4.971779,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2013",4.944811,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2014",5.94916,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2015",5.694237,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2016",8.503721,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2017",10.113953,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2018",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1971",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1972",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1973",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1974",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1975",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1976",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1977",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1978",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1979",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1980",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1981",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1982",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1983",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1984",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1985",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1986",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1987",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1988",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1989",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1990",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1991",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1992",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1993",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1994",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1995",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1996",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1997",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1998",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1999",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2000",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2001",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2002",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2003",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2004",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2005",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2006",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2007",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2008",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2010",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2011",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2012",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2013",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2014",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2015",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2016",0.3,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2017",0.3,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1971",1.48648,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1972",1.526743,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1973",1.6687,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1974",1.837817,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1975",1.849605,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1976",2.122074,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1977",2.614402,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1978",2.353727,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1979",1.53856,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1980",1.8074,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1981",1.889557,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1982",1.87333,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1983",1.956443,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1984",1.790694,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1985",1.805723,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1986",2.131563,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1987",2.163662,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1988",1.922372,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1989",1.708569,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1990",1.83922,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1991",1.816071,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1992",2.116121,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1993",2.089146,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1994",2.392728,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1995",2.513712,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1996",2.66239,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1997",2.85883,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1998",3.358084,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1999",3.392318,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2000",3.542102,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2001",3.711189,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2002",3.832414,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2003",3.953137,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2004",4.105781,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2005",4.032083,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2006",4.245508,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2007",4.363378,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2008",4.190988,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2009",4.166694,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2010",4.27715,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2011",4.468531,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2012",4.436338,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2013",4.227338,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2014",4.516523,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2015",5.054947,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2016",5.112604,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2017",5.106281,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2018",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1971",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1972",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1973",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1974",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1975",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1976",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1977",0.9,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1978",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1979",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1980",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1981",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1982",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1983",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1984",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1985",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1986",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1987",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1988",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1989",0.4,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1990",0.4,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1991",0.4,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1992",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1993",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1994",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1995",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1996",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1997",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1998",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1999",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2000",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2001",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2002",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2003",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2004",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2005",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2006",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2007",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2008",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2009",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2010",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2011",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2012",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2013",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2014",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2015",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2016",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2017",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1971",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1972",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1973",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1974",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1975",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1976",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1977",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1978",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1979",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1980",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1981",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1982",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1983",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1984",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1985",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1986",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1987",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1988",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1989",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1990",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1991",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1992",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1993",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1994",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1995",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1996",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1997",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1998",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1999",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","2000",0.650995,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2001",0.646706,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2002",0.674977,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2003",0.73905,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2004",0.772818,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2005",0.736144,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2006",0.729631,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2007",0.80367,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2008",0.842418,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2009",1.068423,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2010",1.358855,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2011",1.3798,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2012",1.866202,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2013",1.779983,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2014",1.969994,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2015",1.953955,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2016",1.951763,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2017",2.048704,
"NER","AIREMISSION","CO2","MLN_TONNE","A","2018",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1971",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1972",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1973",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1974",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1975",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1976",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1977",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1978",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1979",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1980",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1981",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1982",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1983",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1984",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1985",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1986",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1987",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1988",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1989",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1990",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1991",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1992",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1993",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1994",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1995",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1996",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1997",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1998",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","1999",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","2000",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2001",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2002",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2003",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2004",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2005",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2006",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2007",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2008",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2010",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2011",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2012",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2013",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2014",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2015",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2016",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2017",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1971",0.256418,
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1972",0.262776,
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1973",0.290807,
"OMN","AIREMISSION","CO2","MLN_TONNE","A","1974",0.448978,
