"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2007",44,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2008",53,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2009",80,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2010",108,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2011",165,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2012",100,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2013",80,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2014",70,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2015",60,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2016",60,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2017",74,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2018",74,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2019",63,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2020",81.368,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2021",82.004,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2022",84.35,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2023",85.32,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2024",86.516,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2025",87.564,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2026",88.746,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2027",89.901,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2028",91.061,
"NGA","CROPYIELD","WHEAT","THND_TONNE","A","2029",92.257,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1990",49596.16,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1991",38899.22,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1992",46166.67,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1993",43546.55,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1994",32128.21,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1995",30118.47,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1996",34834.232,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1997",44235.132,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1998",26994.7,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","1999",30996.953,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2000",34460.052,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2001",46996.294,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2002",50622.106,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2003",34069.788,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2004",45433.661,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2005",47614.681,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2006",44926.88,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2007",49372.212,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2008",63780.793,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2009",61663.29,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2010",41554.57,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2011",56293.369,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2012",37766.8,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2013",52139.681,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2014",59713.148,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2015",61811.486,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2016",73345.68,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2017",86002.542,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2018",72136.149,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2019",75500,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2020",79731.504,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2021",80870.583,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2022",82819.904,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2023",84936.503,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2024",86344.599,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2025",87463.503,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2026",88465.181,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2027",89271.624,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2028",90103.311,
"RUS","CROPYIELD","WHEAT","THND_TONNE","A","2029",90891.06,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1990",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1991",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1992",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1993",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1994",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1995",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1996",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1997",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1998",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","1999",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2000",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2001",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2002",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2003",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2004",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2005",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2006",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2007",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2008",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2009",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2010",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2011",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2012",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2013",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2014",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2015",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2016",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2017",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2018",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2019",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2020",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2021",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2022",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2023",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2024",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2025",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2026",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2027",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2028",0,
"VNM","CROPYIELD","WHEAT","THND_TONNE","A","2029",0,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1990",0,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1991",13456,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1992",13877,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1993",12753,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1994",12620,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1995",12552,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1996",11227,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1997",10599,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1998",9110,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","1999",8736,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2000",10047,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2001",10880,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2002",11590,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2003",11361,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2004",11956,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2005",12648,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2006",12426,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2007",12892,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2008",13476,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2009",14751,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2010",14262,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2011",13849,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2012",13500,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2013",13100,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2014",11923,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2015",11571,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2016",12373,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2017",11912,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2018",11354.38,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2019",11200,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2020",11099.997,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2021",11043.5,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2022",10987.48,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2023",10931.853,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2024",10876.747,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2025",10821.772,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2026",10767.066,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2027",10712.511,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2028",10658.147,
"KAZ","CROPYIELD","WHEAT","THND_HA","A","2029",10603.91,
"USA","CROPYIELD","WHEAT","THND_HA","A","1990",27964,
"USA","CROPYIELD","WHEAT","THND_HA","A","1991",23391,
"USA","CROPYIELD","WHEAT","THND_HA","A","1992",25414.3,
"USA","CROPYIELD","WHEAT","THND_HA","A","1993",25373.9,
"USA","CROPYIELD","WHEAT","THND_HA","A","1994",25009.657,
"USA","CROPYIELD","WHEAT","THND_HA","A","1995",24645.438,
"USA","CROPYIELD","WHEAT","THND_HA","A","1996",25414.344,
"USA","CROPYIELD","WHEAT","THND_HA","A","1997",25414.344,
"USA","CROPYIELD","WHEAT","THND_HA","A","1998",23876.533,
"USA","CROPYIELD","WHEAT","THND_HA","A","1999",21772.161,
"USA","CROPYIELD","WHEAT","THND_HA","A","2000",21488.88,
"USA","CROPYIELD","WHEAT","THND_HA","A","2001",19627.32,
"USA","CROPYIELD","WHEAT","THND_HA","A","2002",18534.665,
"USA","CROPYIELD","WHEAT","THND_HA","A","2003",21488.88,
"USA","CROPYIELD","WHEAT","THND_HA","A","2004",20234.35,
"USA","CROPYIELD","WHEAT","THND_HA","A","2005",20274.819,
"USA","CROPYIELD","WHEAT","THND_HA","A","2006",18939.352,
"USA","CROPYIELD","WHEAT","THND_HA","A","2007",20639.037,
"USA","CROPYIELD","WHEAT","THND_HA","A","2008",22541.066,
"USA","CROPYIELD","WHEAT","THND_HA","A","2009",20193.881,
"USA","CROPYIELD","WHEAT","THND_HA","A","2010",19263.101,
"USA","CROPYIELD","WHEAT","THND_HA","A","2011",18494.196,
"USA","CROPYIELD","WHEAT","THND_HA","A","2012",19748.726,
"USA","CROPYIELD","WHEAT","THND_HA","A","2013",18332.321,
"USA","CROPYIELD","WHEAT","THND_HA","A","2014",18777.477,
"USA","CROPYIELD","WHEAT","THND_HA","A","2015",19141.695,
"USA","CROPYIELD","WHEAT","THND_HA","A","2016",17725.291,
"USA","CROPYIELD","WHEAT","THND_HA","A","2017",15216.231,
"USA","CROPYIELD","WHEAT","THND_HA","A","2018",16025.605,
"USA","CROPYIELD","WHEAT","THND_HA","A","2019",14932.65,
"USA","CROPYIELD","WHEAT","THND_HA","A","2020",16022.147,
"USA","CROPYIELD","WHEAT","THND_HA","A","2021",15913.28,
"USA","CROPYIELD","WHEAT","THND_HA","A","2022",15783.826,
"USA","CROPYIELD","WHEAT","THND_HA","A","2023",15654.333,
"USA","CROPYIELD","WHEAT","THND_HA","A","2024",15536.802,
"USA","CROPYIELD","WHEAT","THND_HA","A","2025",15423.904,
"USA","CROPYIELD","WHEAT","THND_HA","A","2026",15306.031,
"USA","CROPYIELD","WHEAT","THND_HA","A","2027",15190.38,
"USA","CROPYIELD","WHEAT","THND_HA","A","2028",15073.763,
"USA","CROPYIELD","WHEAT","THND_HA","A","2029",14958.05,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1990",48,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1991",53,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1992",55,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1993",70,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1994",68,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1995",66,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1996",59,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1997",59,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1998",69,
"NOR","CROPYIELD","WHEAT","THND_HA","A","1999",51.255,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2000",67.929,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2001",63.248,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2002",61.197,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2003",74.445,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2004",84.953,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2005",80.279,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2006",85.215,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2007",90.811,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2008",93.064,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2009",81.548,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2010",71.858,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2011",73.607,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2012",66.752,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2013",54.778,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2014",79.091,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2015",85.579,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2016",85.858,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2017",86.138,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2018",86.417,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2019",86.697,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2020",86.976,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2021",87.276,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2022",87.536,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2023",87.801,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2024",88.076,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2025",88.361,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2026",88.647,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2027",88.931,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2028",89.214,
"NOR","CROPYIELD","WHEAT","THND_HA","A","2029",89.498,
"CAN","CROPYIELD","RICE","THND_HA","A","1990",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1991",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1992",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1993",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1994",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1995",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1996",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1997",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1998",0,
"CAN","CROPYIELD","RICE","THND_HA","A","1999",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2000",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2001",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2002",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2003",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2004",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2005",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2006",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2007",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2008",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2009",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2010",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2011",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2012",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2013",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2014",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2015",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2016",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2017",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2018",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2019",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2020",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2021",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2022",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2023",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2024",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2025",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2026",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2027",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2028",0,
"CAN","CROPYIELD","RICE","THND_HA","A","2029",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1990",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1991",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1992",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1993",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1994",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1995",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1996",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1997",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1998",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","1999",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2000",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2001",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2002",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2003",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2004",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2005",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2006",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2007",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2008",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2009",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2010",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2011",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2012",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2013",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2014",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2015",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2016",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2017",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2018",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2019",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2020",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2021",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2022",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2023",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2024",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2025",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2026",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2027",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2028",0,
"NOR","CROPYIELD","RICE","THND_TONNE","A","2029",0,
"PAK","CROPYIELD","RICE","THND_HA","A","1990",2113,
"PAK","CROPYIELD","RICE","THND_HA","A","1991",2097,
"PAK","CROPYIELD","RICE","THND_HA","A","1992",1974,
"PAK","CROPYIELD","RICE","THND_HA","A","1993",2187,
"PAK","CROPYIELD","RICE","THND_HA","A","1994",2125,
"PAK","CROPYIELD","RICE","THND_HA","A","1995",2162,
"PAK","CROPYIELD","RICE","THND_HA","A","1996",2251,
"PAK","CROPYIELD","RICE","THND_HA","A","1997",2317.3,
"PAK","CROPYIELD","RICE","THND_HA","A","1998",2423.6,
"PAK","CROPYIELD","RICE","THND_HA","A","1999",2515,
"PAK","CROPYIELD","RICE","THND_HA","A","2000",2376.6,
"PAK","CROPYIELD","RICE","THND_HA","A","2001",2114.2,
"PAK","CROPYIELD","RICE","THND_HA","A","2002",2225,
"PAK","CROPYIELD","RICE","THND_HA","A","2003",2461,
"PAK","CROPYIELD","RICE","THND_HA","A","2004",2519.6,
"PAK","CROPYIELD","RICE","THND_HA","A","2005",2621.4,
"PAK","CROPYIELD","RICE","THND_HA","A","2006",2581,
"PAK","CROPYIELD","RICE","THND_HA","A","2007",2515,
"PAK","CROPYIELD","RICE","THND_HA","A","2008",2962,
"PAK","CROPYIELD","RICE","THND_HA","A","2009",2883,
"PAK","CROPYIELD","RICE","THND_HA","A","2010",2365,
"PAK","CROPYIELD","RICE","THND_HA","A","2011",2571,
"PAK","CROPYIELD","RICE","THND_HA","A","2012",2309,
"PAK","CROPYIELD","RICE","THND_HA","A","2013",2789,
"PAK","CROPYIELD","RICE","THND_HA","A","2014",2891,
"PAK","CROPYIELD","RICE","THND_HA","A","2015",2739,
"PAK","CROPYIELD","RICE","THND_HA","A","2016",2724,
"PAK","CROPYIELD","RICE","THND_HA","A","2017",2901,
"PAK","CROPYIELD","RICE","THND_HA","A","2018",2810,
"PAK","CROPYIELD","RICE","THND_HA","A","2019",2840,
"PAK","CROPYIELD","RICE","THND_HA","A","2020",2823.788,
"PAK","CROPYIELD","RICE","THND_HA","A","2021",2808.056,
"PAK","CROPYIELD","RICE","THND_HA","A","2022",2788.713,
"PAK","CROPYIELD","RICE","THND_HA","A","2023",2773.071,
"PAK","CROPYIELD","RICE","THND_HA","A","2024",2756.773,
"PAK","CROPYIELD","RICE","THND_HA","A","2025",2740.986,
"PAK","CROPYIELD","RICE","THND_HA","A","2026",2724.915,
"PAK","CROPYIELD","RICE","THND_HA","A","2027",2709.051,
"PAK","CROPYIELD","RICE","THND_HA","A","2028",2693.354,
"PAK","CROPYIELD","RICE","THND_HA","A","2029",2677.585,
"ISR","CROPYIELD","RICE","THND_HA","A","1990",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1991",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1992",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1993",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1994",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1995",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1996",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1997",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1998",0,
"ISR","CROPYIELD","RICE","THND_HA","A","1999",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2000",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2001",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2002",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2003",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2004",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2005",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2006",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2007",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2008",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2009",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2010",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2011",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2012",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2013",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2014",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2015",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2016",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2017",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2018",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2019",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2020",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2021",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2022",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2023",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2024",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2025",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2026",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2027",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2028",0,
"ISR","CROPYIELD","RICE","THND_HA","A","2029",0,
"NGA","CROPYIELD","RICE","THND_HA","A","1990",1208,
"NGA","CROPYIELD","RICE","THND_HA","A","1991",1652,
"NGA","CROPYIELD","RICE","THND_HA","A","1992",1664,
"NGA","CROPYIELD","RICE","THND_HA","A","1993",1564,
"NGA","CROPYIELD","RICE","THND_HA","A","1994",1714,
"NGA","CROPYIELD","RICE","THND_HA","A","1995",1875,
"NGA","CROPYIELD","RICE","THND_HA","A","1996",1784,
"NGA","CROPYIELD","RICE","THND_HA","A","1997",2048,
"NGA","CROPYIELD","RICE","THND_HA","A","1998",2044,
"NGA","CROPYIELD","RICE","THND_HA","A","1999",2191,
"NGA","CROPYIELD","RICE","THND_HA","A","2000",2199,
"NGA","CROPYIELD","RICE","THND_HA","A","2001",2117,
"NGA","CROPYIELD","RICE","THND_HA","A","2002",2185,
"NGA","CROPYIELD","RICE","THND_HA","A","2003",2210,
"NGA","CROPYIELD","RICE","THND_HA","A","2004",2348,
"NGA","CROPYIELD","RICE","THND_HA","A","2005",2494,
"NGA","CROPYIELD","RICE","THND_HA","A","2006",2725,
"NGA","CROPYIELD","RICE","THND_HA","A","2007",2451,
"NGA","CROPYIELD","RICE","THND_HA","A","2008",2382,
"NGA","CROPYIELD","RICE","THND_HA","A","2009",1836.88,
"NGA","CROPYIELD","RICE","THND_HA","A","2010",2432.63,
"NGA","CROPYIELD","RICE","THND_HA","A","2011",2269.41,
"NGA","CROPYIELD","RICE","THND_HA","A","2012",2863.815,
"NGA","CROPYIELD","RICE","THND_HA","A","2013",2931.75,
"NGA","CROPYIELD","RICE","THND_HA","A","2014",3095.9,
"NGA","CROPYIELD","RICE","THND_HA","A","2015",3651.25,
"NGA","CROPYIELD","RICE","THND_HA","A","2016",3898.9,
